Shirley,Sullivan,ssullivan0@cocolog-nifty.com,China,Female,Hengli,Jaxworks,37385.50,CNY
Aaron,Ross,aross7l@posterous.com,Sweden,Male,Stockholm,Flipbug,52755.66,SEK
George,Woods,gwoods7m@nba.com,Kazakhstan,Male,Arkalyk,Avavee,4547.83,KZT
Angela,Boyd,aboyd7n@skyrock.com,China,Female,Yujin,Avavee,67309.27,CNY
Mary,Larson,mlarson7o@discuz.net,Russia,Female,Safakulevo,Topdrive,88371.89,RUB
Gerald,Butler,gbutler7p@cocolog-nifty.com,China,Male,Sanxi,Aivee,6977.54,CNY
Sharon,Turner,sturner7q@smh.com.au,Canada,Female,Cache Creek,Fivespan,49558.15,CAD
Christopher,Scott,cscott7r@barnesandnoble.com,China,Male,Licun,Gabcube,25453.87,CNY
Cheryl,Hunter,chunter7s@sciencedirect.com,Bolivia,Female,Tarata,Cogibox,58771.08,BOB
Jean,Holmes,jholmes7t@1und1.de,Russia,Female,Lyubim,Brainbox,73476.26,RUB
Wanda,Stevens,wstevens7u@chron.com,Indonesia,Female,Mantar,Skipfire,22133.20,IDR
Frances,Little,flittle7v@privacy.gov.au,Poland,Female,Ręczno,Brainbox,97044.93,PLN
Judith,Payne,jpayne7w@myspace.com,China,Female,Yangcun,Yakidoo,2748.70,CNY
Norma,Hunter,nhunter7x@123-reg.co.uk,Poland,Female,Ciechanowiec,Roomm,93543.61,PLN
Henry,Frazier,hfrazier7y@netscape.com,Indonesia,Male,Sindangsari,Buzzshare,,IDR
Frank,Daniels,fdaniels7z@seattletimes.com,Saudi Arabia,Male,Khamis Mushait,Tavu,50869.72,SAR
Henry,Clark,hclark80@techcrunch.com,Libya,Male,Awjilah,Babblestorm,3760.02,LYD
Carolyn,Bryant,cbryant81@usda.gov,Czech Republic,Female,Habry,InnoZ,59327.79,CZK
Robin,Williamson,rwilliamson82@imageshack.us,Indonesia,Female,Karangturi,Jaxbean,94255.95,IDR
Nancy,Baker,nbaker83@gov.uk,China,Female,Zhaowanzhuang,Yozio,37623.48,CNY
Steve,James,sjames84@t-online.de,Russia,Male,Pospelikha,Wordify,95994.90,RUB
Charles,Harrison,charrison85@is.gd,Ukraine,Male,Dnipryany,Kwilith,73832.49,UAH
Janet,Hansen,jhansen86@theglobeandmail.com,Indonesia,Female,Kadubetara,Trilith,73467.72,IDR
Carolyn,Morris,cmorris87@yellowpages.com,China,Female,Songqiao,Voonix,96178.88,CNY
Nicholas,Welch,nwelch88@yandex.ru,Brazil,Male,Olinda,Browsebug,,BRL
Thomas,Schmidt,tschmidt89@simplemachines.org,China,Male,Hecheng,Realcube,,CNY
Stephen,Day,sday8a@nytimes.com,China,Male,Longjing,Voonyx,10240.10,CNY
Daniel,Hudson,dhudson8b@paginegialle.it,Russia,Male,Novyy Urengoy,Realblab,56436.83,RUB
Marie,Robertson,mrobertson8c@theglobeandmail.com,Germany,Female,Düsseldorf,Thoughtstorm,42438.80,EUR
Diana,Foster,dfoster8d@indiatimes.com,China,Female,Mengdong,Fivechat,95228.08,CNY
Richard,Roberts,rroberts8e@over-blog.com,China,Male,Nancheng,Wikizz,81624.30,CNY
Fred,Peterson,fpeterson8f@nymag.com,China,Male,Sanjiangkou,Jamia,,CNY
Phyllis,Stone,pstone8g@google.com,China,Female,Dongming,Chatterbridge,47515.68,CNY
Rose,Hawkins,rhawkins8h@examiner.com,Cameroon,Female,Bangangté,Flashset,97399.82,XAF
Sharon,Price,sprice8i@china.com.cn,Indonesia,Female,Bancak Wetan,Zoombox,87079.70,IDR
Andrew,Richards,arichards8j@slideshare.net,Panama,Male,Los Lotes,Zava,5137.08,PAB
Chris,Day,cday8k@arizona.edu,Greece,Male,Néo Psychikó,Bluezoom,7383.33,EUR
Kathryn,Frazier,kfrazier8l@japanpost.jp,Indonesia,Female,Nifuboko,Youspan,,IDR
Brenda,Fernandez,bfernandez8m@t-online.de,China,Female,Cairima,Meevee,11956.89,CNY
Willie,Cooper,wcooper8n@unc.edu,Brazil,Male,Cruzília,Jaxspan,36402.30,BRL
Kathryn,Ray,kray8o@wix.com,Indonesia,Female,Wanareja,Fiveclub,49315.12,IDR
Scott,Lee,slee8p@gravatar.com,China,Male,Taizi,Realbridge,32000.32,CNY
Ronald,Rose,rrose8q@wisc.edu,Canada,Male,Beaconsfield,Trunyx,18263.51,CAD
Cheryl,Price,cprice8r@twitpic.com,Thailand,Female,Phanom Phrai,Browsedrive,92933.72,THB
Arthur,Carpenter,acarpenter8s@123-reg.co.uk,Kosovo,Male,Gjinoc,Fanoodle,4174.73,EUR
Marie,Kelly,mkelly8t@state.tx.us,United States,Female,Washington,Blogspan,5081.88,USD
Donald,Smith,dsmith8u@last.fm,China,Male,Yancheng,Yata,81441.96,CNY
Deborah,Hudson,dhudson8v@slate.com,Russia,Female,Verkh-Usugli,Dabfeed,60524.11,RUB
Chris,Stanley,cstanley8w@friendfeed.com,China,Male,Baikouquan,Jayo,,CNY
Pamela,Bishop,pbishop8x@adobe.com,Colombia,Female,Belén de Umbría,Voonix,9626.78,COP
Rebecca,Hanson,rhanson8y@walmart.com,China,Female,Jingkou,Myworks,20348.42,CNY
Billy,Nelson,bnelson8z@opera.com,China,Male,Kunheda Woerzu Manzu,Agivu,38006.31,CNY
Gerald,Jenkins,gjenkins90@telegraph.co.uk,China,Male,Chengyang,Ozu,,CNY
Ann,Lynch,alynch91@ycombinator.com,Indonesia,Female,Mlawat,Photolist,40352.59,IDR
Craig,Owens,cowens92@aboutads.info,Ethiopia,Male,Dodola,Mita,5143.35,ETB
Benjamin,Hicks,bhicks93@freewebs.com,Greece,Male,Agios Dimitrios,Tagfeed,87134.00,EUR
Mildred,Romero,mromero94@printfriendly.com,China,Female,Fanzhuang,Riffpath,93304.71,CNY
Aaron,Cox,acox95@cbslocal.com,Faroe Islands,Male,Tvøroyri,Skidoo,19713.76,DKK
Patricia,Wright,pwright96@loc.gov,Sweden,Female,Köping,Trupe,10016.13,SEK
Dorothy,Powell,dpowell97@tuttocitta.it,Indonesia,Female,Ngarus,Zoomdog,83732.05,IDR
Carlos,Arnold,carnold98@upenn.edu,South Africa,Male,Nkandla,Photolist,52506.35,ZAR
Karen,Sims,ksims99@indiatimes.com,Kazakhstan,Female,Rudnyy,Shufflebeat,34881.78,KZT
Martin,Montgomery,mmontgomery9a@usgs.gov,Portugal,Male,Penamacor,Miboo,92178.47,EUR
Steve,Cox,scox9b@hugedomains.com,China,Male,Hualingang,Livepath,18442.89,CNY
Michelle,Wheeler,mwheeler9c@engadget.com,France,Female,Pont-à-Mousson,Tagchat,75000.72,EUR
Billy,Simmons,bsimmons9d@bluehost.com,Indonesia,Male,Mandapajaya,Quatz,81718.22,IDR
Eric,Washington,ewashington9e@cloudflare.com,Brazil,Male,Padre Bernardo,Zoonder,46301.32,BRL
Matthew,Turner,mturner9f@tinypic.com,Czech Republic,Male,Mnichovo Hradiště,Thoughtblab,18573.42,CZK
Martha,Gardner,mgardner9g@unblog.fr,Portugal,Female,Vale da Serra,Zoomcast,54275.31,EUR
Barbara,Armstrong,barmstrong9h@yelp.com,Russia,Female,Sovetskoye,Mita,,RUB
Jennifer,George,jgeorge9i@sohu.com,Yemen,Female,Al Qurḩ,Jatri,84314.20,YER
Betty,Bennett,bbennett9j@merriam-webster.com,Russia,Female,Bessonovka,Dabshots,5604.81,RUB
Jonathan,Morris,jmorris9k@archive.org,Vietnam,Male,Kinh Môn,Aimbo,,VND
Betty,Howell,bhowell9l@bloglines.com,China,Female,Weihai,Twinte,97628.36,CNY
Lois,Ryan,lryan9m@irs.gov,Syria,Female,As Sukhnah,Skyvu,88537.84,SYP
Lisa,Webb,lwebb9n@ucoz.ru,Russia,Female,Khasavyurt,Geba,,RUB
Lillian,Harris,lharris9o@myspace.com,China,Female,Zhaozhen,Bubblemix,60597.15,CNY
Karen,Jones,kjones9p@berkeley.edu,China,Female,Tianxin,Devpoint,66821.78,CNY
Martin,Burns,mburns9q@cnet.com,Portugal,Male,Carnaxide,Realcube,11808.66,EUR
Douglas,Burton,dburton9r@illinois.edu,China,Male,Huangdi,Topicware,94589.76,CNY
Peter,Adams,padams9s@slate.com,Greece,Male,Asímion,Wordpedia,23881.32,EUR
Frances,Phillips,fphillips9t@wordpress.com,Russia,Female,Vladikavkaz,Blogpad,1747.61,RUB
Marie,Lopez,mlopez9u@ftc.gov,Colombia,Female,Chinú,Livetube,48624.68,COP
Elizabeth,Richards,erichards9v@reverbnation.com,Germany,Female,Berlin,Voomm,68958.07,EUR
Phyllis,Hansen,phansen9w@google.ru,Indonesia,Female,Gampang,Roombo,,IDR
Lisa,Day,lday9x@java.com,Peru,Female,Acobamba,Yakidoo,,PEN
Albert,Mccoy,amccoy9y@parallels.com,Luxembourg,Male,Dalheim,Brainlounge,89372.68,EUR
Sarah,Lane,slane9z@addthis.com,China,Female,Lukou,Flashset,93570.11,CNY
Billy,Watson,bwatsona0@jalbum.net,Peru,Male,Pacaycasa,Tanoodle,46178.35,PEN
Anna,Scott,ascotta1@ustream.tv,Sweden,Female,Täby,Cogidoo,80763.26,SEK
Marie,Smith,msmitha2@baidu.com,China,Female,Nanzhihui,Geba,92039.20,CNY
Earl,Butler,ebutlera3@yandex.ru,Indonesia,Male,Banjar Dharmasemedi,Skyndu,50926.74,IDR
Patrick,Hernandez,phernandeza4@biglobe.ne.jp,China,Male,Tangnanzhen,Realbridge,80908.77,CNY
Terry,Adams,tadamsa5@huffingtonpost.com,Nigeria,Male,Wuyo,Riffpedia,,NGN
Mildred,Johnston,mjohnstona6@delicious.com,United States,Female,Anchorage,Jabbersphere,22391.01,USD
Paul,Henry,phenrya7@multiply.com,Malaysia,Male,Kuala Lumpur,Kaymbo,78649.81,MYR
Gloria,Cunningham,gcunninghama8@princeton.edu,China,Female,Hangou,Thoughtstorm,10955.81,CNY
Janet,Weaver,jweavera9@wikimedia.org,Finland,Female,Kemijärvi,Yamia,20652.92,EUR
Harold,White,hwhiteaa@intel.com,Brazil,Male,Custódia,Avamm,92501.66,BRL
Andrew,Turner,aturnerab@dailymotion.com,South Korea,Male,Eisen,Quatz,6301.75,KRW
Carlos,Johnson,cjohnsonac@youku.com,Russia,Male,Leninskiy,Kanoodle,33025.68,RUB
Chris,Lane,clanead@nytimes.com,Guinea,Male,Youkounkoun,Brainbox,87703.92,GNF
Jose,Crawford,jcrawfordae@goodreads.com,China,Male,Badaogu,Centimia,31224.52,CNY
Walter,Hart,whartaf@flickr.com,Brazil,Male,Loanda,Brainlounge,99039.34,BRL
John,Schmidt,jschmidtag@ocn.ne.jp,Argentina,Male,Quilino,Demivee,36175.79,ARS
Sandra,Peters,spetersah@example.com,Brazil,Female,Porangaba,Tagchat,99677.56,BRL
Nicole,Kennedy,nkennedyai@wikipedia.org,Uzbekistan,Female,Mang’it Shahri,Dynazzy,48639.62,UZS
Robin,Davis,rdavisaj@goo.gl,Portugal,Female,Mouquim,Vinder,31926.10,EUR
Marilyn,Berry,mberryak@ustream.tv,China,Female,Liji,Meetz,11253.37,CNY
Harry,Hall,hhallal@deviantart.com,Indonesia,Male,Feondari,Feedfire,,IDR
Ann,Foster,afosteram@amazon.de,Sweden,Female,Örnsköldsvik,Skiba,,SEK
Clarence,Hart,chartan@ed.gov,Brazil,Male,Taquara,Flashdog,39016.25,BRL
Antonio,Gibson,agibsonao@ebay.com,Philippines,Male,Guinoaliuan,Shufflebeat,19534.55,PHP
Carolyn,Barnes,cbarnesap@networksolutions.com,France,Female,Wintzenheim,Zooxo,6587.80,EUR
Russell,Nguyen,rnguyenaq@home.pl,Canada,Male,Barrie,Yata,85640.75,CAD
James,Wallace,jwallacear@unc.edu,Mexico,Male,Guadalupe,Gabtune,33732.83,MXN
Gregory,Powell,gpowellas@admin.ch,France,Male,Montélimar,Brightbean,86433.54,EUR
Julie,Elliott,jelliottat@cnn.com,Bulgaria,Female,Dobrich,Shufflester,93608.56,BGN
Jacqueline,Dean,jdeanau@myspace.com,China,Female,Xiangyangpu,Yodoo,5465.14,CNY
Theresa,Hughes,thughesav@nature.com,Pakistan,Female,Shāhdādkot,Plajo,39192.53,PKR
Deborah,Chavez,dchavezaw@forbes.com,Indonesia,Female,Cikaras,Thoughtstorm,71350.72,IDR
Victor,Snyder,vsnyderax@imdb.com,China,Male,Caozhen,Thoughtstorm,68568.62,CNY
Roy,Reid,rreiday@netlog.com,Gambia,Male,Gunjur Kuta,Buzzster,45003.53,GMD
Louise,Walker,lwalkeraz@dell.com,China,Female,Chengxiang,Topdrive,9845.90,CNY
Diana,Lee,dleeb0@columbia.edu,Indonesia,Female,Jiworejo,Zoozzy,,IDR
Joan,Mason,jmasonb1@mapquest.com,Vietnam,Female,Quốc Oai,Twitterworks,17052.93,VND
Victor,Watson,vwatsonb2@goodreads.com,Russia,Male,Vereya,Jabbersphere,84539.56,RUB
Steven,Harvey,sharveyb3@yahoo.co.jp,Brazil,Male,Jaru,Photobug,,BRL
Mildred,Little,mlittleb4@wsj.com,China,Female,Gouqi,Jabberbean,35401.22,CNY
Andrea,Barnes,abarnesb5@marriott.com,Sweden,Female,Gävle,Dynava,64070.01,SEK
Andrea,Wagner,awagnerb6@people.com.cn,China,Female,Puning,Tazz,76187.56,CNY
Gerald,Reid,greidb7@unesco.org,Micronesia,Male,Unanu,Izio,15626.34,USD
Bruce,Sanders,bsandersb8@livejournal.com,Pakistan,Male,Alīābad,Meedoo,33478.86,PKR
Roy,Bailey,rbaileyb9@tmall.com,Indonesia,Male,Cinunjang,Izio,92583.17,IDR
Antonio,Lopez,alopezba@narod.ru,Japan,Male,Katsuura,Mybuzz,98692.22,JPY
Kevin,Porter,kporterbb@pbs.org,Honduras,Male,Protección,Vinte,12421.50,HNL
Karen,James,kjamesbc@biblegateway.com,Papua New Guinea,Female,Kerema,Skidoo,42638.85,PGK
Amy,Smith,asmithbd@bbc.co.uk,China,Female,Huyuan,Babbleset,44713.62,CNY
Jacqueline,Alexander,jalexanderbe@un.org,Ireland,Female,Castleblayney,Jabbersphere,,EUR
Michael,Lee,mleebf@jigsy.com,Burundi,Male,Ruyigi,Dabvine,71762.67,BIF
Doris,Gordon,dgordonbg@parallels.com,Japan,Female,Kaseda-shirakame,Centizu,58827.64,JPY
Gerald,Jones,gjonesbh@spiegel.de,Brazil,Male,Navegantes,Thoughtsphere,36102.64,BRL
Stephanie,Kelly,skellybi@sciencedirect.com,Argentina,Female,Sunchales,Shufflebeat,97728.23,ARS
David,Carter,dcarterbj@geocities.com,China,Male,Wutong,Skipstorm,48920.27,CNY
Thomas,Powell,tpowellbk@unc.edu,Libya,Male,Al Jadīd,Einti,97533.95,LYD
Julie,Garza,jgarzabl@dagondesign.com,Russia,Female,Zelenodolsk,Yakijo,24218.81,RUB
Ruth,Holmes,rholmesbm@deliciousdays.com,Chile,Female,La Unión,Browsezoom,4579.24,CLP
Emily,Gomez,egomezbn@statcounter.com,China,Female,Zhanggongmiao,Oba,59875.21,CNY
Eric,Ford,efordbo@de.vu,Comoros,Male,Koni-Djodjo,Zooveo,43005.29,KMF
Marie,West,mwestbp@jigsy.com,Thailand,Female,Ban Phue,Divanoodle,37654.76,THB
Bobby,Olson,bolsonbq@altervista.org,China,Male,Huogezhuang,Wikizz,18935.55,CNY
Ashley,Arnold,aarnoldbr@last.fm,China,Female,Canggou,Zoovu,35646.45,CNY
Craig,Schmidt,cschmidtbs@gmpg.org,China,Male,Huayan,Dabjam,74274.71,CNY
Daniel,Berry,dberrybt@nba.com,Indonesia,Male,Pamungguan,Photobean,61952.30,IDR
Steve,Campbell,scampbellbu@arstechnica.com,Sweden,Male,Jönköping,Jabbersphere,60020.48,SEK
Chris,Garcia,cgarciabv@washingtonpost.com,United States,Male,Cleveland,Camimbo,75891.39,USD
Chris,Austin,caustinbw@google.co.uk,China,Male,Weiyuankou,Jaxspan,61917.35,CNY
Jack,Thomas,jthomasbx@baidu.com,Brazil,Male,Conceição da Feira,Skidoo,,BRL
Virginia,Barnes,vbarnesby@shutterfly.com,Azerbaijan,Female,Dondar Quşçu,Browsecat,66399.66,AZN
Irene,Adams,iadamsbz@businesswire.com,Peru,Female,Las Palmas,Yakijo,40738.40,PEN
Laura,Vasquez,lvasquezc0@phpbb.com,China,Female,Shilong,Rhynyx,86570.09,CNY
Juan,Morgan,jmorganc1@over-blog.com,Czech Republic,Male,Doudleby nad Orlicí,Aivee,,CZK
Irene,Rose,irosec2@bizjournals.com,China,Female,Laotai,Photobug,,CNY
Ruth,Morales,rmoralesc3@goo.gl,Argentina,Female,Alta Gracia,Brightdog,73475.42,ARS
Theresa,Hill,thillc4@networksolutions.com,China,Female,Taohuajiang,Brainsphere,34466.41,CNY
Willie,Long,wlongc5@tmall.com,China,Male,Hushan,Jaxworks,64757.83,CNY
Samuel,Weaver,sweaverc6@rambler.ru,Philippines,Male,Nugas,Minyx,,PHP
Tammy,King,tkingc7@mac.com,Armenia,Female,Horrom,Dynazzy,73976.00,AMD
Betty,Fuller,bfullerc8@constantcontact.com,Panama,Female,San Vicente de Bique,Jaxbean,6404.89,PAB
Dennis,Nichols,dnicholsc9@xing.com,Czech Republic,Male,Zruč nad Sázavou,Demivee,50869.52,CZK
Dennis,Payne,dpayneca@who.int,Ireland,Male,Bundoran,Yacero,42880.15,EUR
Joyce,Williamson,jwilliamsoncb@google.it,China,Female,Xiangshi,Zoomcast,79209.82,CNY
Elizabeth,Perkins,eperkinscc@naver.com,China,Female,Songying,Feedmix,54970.51,CNY
Gloria,Walker,gwalkercd@webmd.com,Nigeria,Female,Madala,Dynava,52987.84,NGN
Patrick,Perkins,pperkinsce@ovh.net,Canada,Male,Amos,Mydo,25707.76,CAD
Ryan,Hall,rhallcf@ebay.com,China,Male,Yitang,Avamm,44952.93,CNY
Carlos,Cunningham,ccunninghamcg@wufoo.com,Indonesia,Male,Natu,Voomm,94405.00,IDR
Sean,Hudson,shudsonch@arstechnica.com,Kazakhstan,Male,Balpyk Bī,Feedmix,38543.71,KZT
Christopher,Reynolds,creynoldsci@example.com,Czech Republic,Male,Hevlín,Jetwire,,CZK
Christine,Ortiz,cortizcj@vistaprint.com,Philippines,Female,Suso,Feedspan,80320.08,PHP
Rose,Harvey,rharveyck@uiuc.edu,Portugal,Female,Mira,Pixonyx,,EUR
Charles,Kim,ckimcl@wsj.com,China,Male,Henggouqiao,Voomm,33109.14,CNY
Craig,Grant,cgrantcm@google.com.au,Indonesia,Male,Bantarmangu,Geba,1380.98,IDR
Chris,Meyer,cmeyercn@amazon.co.uk,Indonesia,Male,Wonokromo,Zoomlounge,41638.88,IDR
Helen,Hicks,hhicksco@livejournal.com,Brazil,Female,Oliveira,Zooveo,71192.41,BRL
Kathryn,Harris,kharriscp@illinois.edu,China,Female,Luqiao,Kwinu,89560.00,CNY
Catherine,Freeman,cfreemancq@ameblo.jp,Peru,Female,Cotabambas,Meevee,15763.20,PEN
Wanda,Martin,wmartincr@alibaba.com,China,Female,Yag La,Centimia,28388.23,CNY
Rose,Roberts,rrobertscs@illinois.edu,Poland,Female,Przybiernów,Babblestorm,65978.26,PLN
George,Warren,gwarrenct@imageshack.us,Morocco,Male,Sidi Yahia el Gharb,Zoonder,40784.15,MAD
Sandra,Kennedy,skennedycu@stanford.edu,China,Female,Caozhen,Skalith,22113.62,CNY
Matthew,Phillips,mphillipscv@bloglovin.com,United States,Male,Newark,Eayo,66351.77,USD
Chris,Mcdonald,cmcdonaldcw@businessinsider.com,France,Male,Bordeaux,Rooxo,5096.96,EUR
Carl,Mitchell,cmitchellcx@thetimes.co.uk,Ukraine,Male,Hubynykha,Vipe,64872.59,UAH
Dorothy,Reynolds,dreynoldscy@t.co,Croatia,Female,Suhopolje,Edgepulse,79916.93,HRK
Brandon,Edwards,bedwardscz@reverbnation.com,Sweden,Male,Filipstad,Realbridge,21077.43,SEK
Scott,Fox,sfoxd0@eventbrite.com,Hungary,Male,Budapest,Mudo,,HUF
Janice,Mcdonald,jmcdonaldd1@woothemes.com,France,Female,Châteauroux,Skyble,62946.60,EUR
Rachel,Price,rpriced2@barnesandnoble.com,Mongolia,Female,Nuga,Vidoo,66380.85,MNT
Randy,Anderson,randersond3@stumbleupon.com,Russia,Male,Rudnichnyy,Snaptags,96486.02,RUB
Billy,Taylor,btaylord4@usatoday.com,Marshall Islands,Male,Enewetak,Brightdog,94321.68,USD
Shawn,Walker,swalkerd5@woothemes.com,China,Male,Haodian,Wikizz,67817.92,CNY
Antonio,Bailey,abaileyd6@ucoz.com,Portugal,Male,Mealhada,Thoughtsphere,90200.72,EUR
Douglas,Barnes,dbarnesd7@technorati.com,China,Male,Jiangjing,Quimm,96285.68,CNY
Janet,Robinson,jrobinsond8@cdbaby.com,Thailand,Female,Chaiyo,Skalith,,THB
Walter,Lawrence,wlawrenced9@admin.ch,Guatemala,Male,San Juan Sacatepéquez,Trilith,9308.32,GTQ
Clarence,Stevens,cstevensda@ezinearticles.com,Algeria,Male,Ait Ali,Voomm,44619.79,DZD
Steve,Medina,smedinadb@cbslocal.com,Thailand,Male,Somdet,Jayo,75623.85,THB
Gloria,Thomas,gthomasdc@time.com,Malta,Female,Imtarfa,Aimbu,61075.50,EUR
Anne,Scott,ascottdd@samsung.com,China,Female,Yangzi Jianglu,Jabbertype,,CNY
Russell,Chapman,rchapmande@edublogs.org,Indonesia,Male,Pesek,Blognation,67849.83,IDR
Paula,Gilbert,pgilbertdf@globo.com,Nigeria,Female,Katsina,Skipstorm,76869.06,NGN
Jason,Jackson,jjacksondg@jalbum.net,Russia,Male,Kastornoye,Flashpoint,44953.28,RUB
Margaret,Ray,mraydh@newsvine.com,Russia,Female,Shedok,Quaxo,78111.79,RUB
Sara,Collins,scollinsdi@hubpages.com,Philippines,Female,Balut,Dynava,39623.71,PHP
Sharon,Hayes,shayesdj@opera.com,Sweden,Female,Bromma,Zoozzy,,SEK
Benjamin,Lynch,blynchdk@edublogs.org,Luxembourg,Male,Bergem,Wordware,,EUR
Angela,Smith,asmithdl@msn.com,Greece,Female,Palaiópyrgos,Twitterworks,10464.36,EUR
Harold,Johnson,hjohnsondm@mapy.cz,Brazil,Male,Três Rios,Yombu,,BRL
Lillian,Welch,lwelchdn@nyu.edu,China,Female,Guanshui,Brainsphere,2945.34,CNY
Terry,Wallace,twallacedo@google.co.jp,China,Male,Jiangtun,Yakidoo,20060.92,CNY
Keith,Brooks,kbrooksdp@blogger.com,Russia,Male,Krasnolesnyy,Lazz,43816.83,RUB
Barbara,Mcdonald,bmcdonalddq@prweb.com,Brazil,Female,Estreito,Youspan,42495.02,BRL
Peter,Martin,pmartindr@w3.org,Iran,Male,Kaleybar,Brightbean,19059.99,IRR
John,Davis,jdavisds@ask.com,China,Male,Hengqu,Zazio,,CNY
Theresa,Peters,tpetersdt@geocities.jp,Egypt,Female,Ash Shuhadā’,Wordify,59357.11,EGP
Barbara,Anderson,bandersondu@prweb.com,Democratic Republic of the Congo,Female,Lubao,Flipstorm,69698.27,CDF
Joan,Rodriguez,jrodriguezdv@friendfeed.com,Belarus,Female,Vidzy,Tagchat,774.54,BYR
Julie,Romero,jromerodw@ifeng.com,Poland,Female,Krzczonów,Flashset,5871.28,PLN
Wayne,Lee,wleedx@pagesperso-orange.fr,United States,Male,Saint Louis,Jabberbean,74619.89,USD
Rose,Welch,rwelchdy@mac.com,France,Female,Bollène,Jabbercube,52255.80,EUR
Roger,Smith,rsmithdz@de.vu,Nigeria,Male,Mahuta,Zoomcast,73901.59,NGN
Paula,Flores,pflorese0@ovh.net,Indonesia,Female,Ndano,Snaptags,71446.32,IDR
Mildred,Harper,mharpere1@addtoany.com,Honduras,Female,La Labor,Skilith,93727.73,HNL
Maria,Hamilton,mhamiltone2@ucla.edu,Indonesia,Female,Batulawang,Snaptags,36021.18,IDR
Douglas,Kim,dkime3@amazonaws.com,United States,Male,Lakeland,Yadel,48277.32,USD
Kevin,Wright,kwrighte4@wix.com,Indonesia,Male,Prantaan,Kwideo,9914.20,IDR
Donna,Medina,dmedinae5@mozilla.org,Canada,Female,Merritt,Viva,62049.51,CAD
Eric,Bennett,ebennette6@nationalgeographic.com,Egypt,Male,Fuwah,Devbug,49559.99,EGP
Matthew,Reid,mreide7@xinhuanet.com,Poland,Male,Reda,Yozio,19556.32,PLN
Deborah,Wheeler,dwheelere8@scientificamerican.com,Poland,Female,Jabłonowo Pomorskie,Pixoboo,85746.24,PLN
Julia,Bell,jbelle9@ca.gov,Greece,Female,Peristerá,Yodo,21061.75,EUR
Sarah,Myers,smyersea@flavors.me,Indonesia,Female,Ngreco,Chatterpoint,63183.02,IDR
Edward,Burton,eburtoneb@printfriendly.com,France,Male,Perpignan,Blognation,51800.63,EUR
Kevin,Peterson,kpetersonec@cnbc.com,Poland,Male,Sławoborze,Zooveo,10458.97,PLN
Martha,Harrison,mharrisoned@dot.gov,Monaco,Female,Moneghetti,Skajo,,EUR
Roger,Fernandez,rfernandezee@linkedin.com,Sri Lanka,Male,Wattegama,Trupe,38638.86,LKR
Kevin,Hughes,khughesef@intel.com,Guatemala,Male,Senahú,Thoughtworks,36035.19,GTQ
Matthew,Watkins,mwatkinseg@imdb.com,Indonesia,Male,Sorinomo,Dablist,75472.66,IDR
Sean,Palmer,spalmereh@sfgate.com,China,Male,Xinglong,Twinte,94608.08,CNY
Frank,Williams,fwilliamsei@foxnews.com,Kyrgyzstan,Male,Pokrovka,Zava,40650.19,KGS
Randy,Hanson,rhansonej@drupal.org,Malaysia,Male,Petaling Jaya,Npath,18172.65,MYR
Susan,Mitchell,smitchellek@addthis.com,Pakistan,Female,Badīn,Vipe,28834.07,PKR
Dennis,Carpenter,dcarpenterel@apache.org,Finland,Male,Rautalampi,Skinder,7657.66,EUR
Angela,Wheeler,awheelerem@redcross.org,Philippines,Female,Tagasilay,Skibox,58534.35,PHP
Emily,Griffin,egriffinen@360.cn,Venezuela,Female,Las Vegas,Roomm,26967.33,VEF
Julie,Clark,jclarkeo@gov.uk,Czech Republic,Female,Libušín,Dynazzy,63679.13,CZK
Tina,Russell,trussellep@dot.gov,Venezuela,Female,Irapa,Eare,77998.44,VEF
Helen,Gonzales,hgonzaleseq@meetup.com,Indonesia,Female,Lembur Tengah,Mybuzz,59771.86,IDR
Willie,Richardson,wrichardsoner@bluehost.com,Sierra Leone,Male,Lunsar,Aibox,6699.62,SLL
Jeremy,Bryant,jbryantes@soup.io,Ivory Coast,Male,Bangolo,Wikizz,61178.61,XOF
Louis,Hernandez,lhernandezet@issuu.com,Pakistan,Male,Bhopālwāla,Realcube,50870.49,PKR
Ronald,Ray,rrayeu@home.pl,China,Male,Rongcheng,Teklist,42731.60,CNY
William,Fox,wfoxev@de.vu,Kazakhstan,Male,Taldykorgan,Dynabox,90413.69,KZT
Julia,Cox,jcoxew@paginegialle.it,Brazil,Female,Serra Negra,Oyondu,75959.36,BRL
Julia,Ellis,jellisex@google.co.uk,Greece,Female,Aravissós,Latz,33457.21,EUR
Sharon,Kelly,skellyey@buzzfeed.com,China,Female,Shuntian,Kwilith,,CNY
Larry,Lopez,llopezez@dropbox.com,France,Male,Évry,Demizz,81079.01,EUR
Alan,Lawson,alawsonf0@simplemachines.org,Cuba,Male,Río Guayabal de Yateras,Zoozzy,26279.04,CUP
Nicholas,Morris,nmorrisf1@elegantthemes.com,Argentina,Male,Santiago del Estero,Realpoint,46676.73,ARS
Heather,Bradley,hbradleyf2@tiny.cc,Uganda,Female,Kaberamaido,Cogilith,60144.01,UGX
Sean,Johnson,sjohnsonf3@sohu.com,Russia,Male,Krasnogorskoye,Dabtype,31116.02,RUB
Kimberly,Watkins,kwatkinsf4@ow.ly,Indonesia,Female,Pabean,Muxo,7551.87,IDR
