Johnny,Rogers,jrogers0@psu.edu,Cameroon,Male,Kumba,Browsebug,87579.77,XAF
Albert,Watson,awatson7m@rakuten.co.jp,Russia,Male,Sotnikovskoye,Youspan,98701.39,RUB
Jason,Wright,jwright7n@go.com,Portugal,Male,Cabeço de Vide,Fivebridge,81784.10,EUR
Jose,Wilson,jwilson7o@blogs.com,Thailand,Male,Chachoengsao,Browsetype,,THB
Pamela,Jenkins,pjenkins7p@cafepress.com,Sweden,Female,Falköping,Yombu,,SEK
Roy,Willis,rwillis7q@freewebs.com,Peru,Male,Sayapullo,Eadel,82031.67,PEN
Maria,Shaw,mshaw7r@wufoo.com,France,Female,Ivry-sur-Seine,Brainverse,33034.49,EUR
Howard,Thomas,hthomas7s@godaddy.com,Russia,Male,Nevel’,Fiveclub,82245.80,RUB
Wanda,Chapman,wchapman7t@oakley.com,Portugal,Female,Valtelheiro,Blogpad,40995.14,EUR
Louis,Kennedy,lkennedy7u@issuu.com,Dominican Republic,Male,San Pedro de Macorís,Skyba,78567.96,DOP
Peter,Arnold,parnold7v@nydailynews.com,United States,Male,Louisville,Eidel,88039.38,USD
Margaret,Crawford,mcrawford7w@posterous.com,Morocco,Female,Mhamid,Dazzlesphere,84523.58,MAD
Justin,Lynch,jlynch7x@vimeo.com,Morocco,Male,Tabant,Youspan,785.04,MAD
Emily,Ryan,eryan7y@foxnews.com,Sweden,Female,Norsborg,Tagopia,,SEK
Janice,Hicks,jhicks7z@blinklist.com,Canada,Female,Beloeil,Meevee,,CAD
Ronald,Johnston,rjohnston80@livejournal.com,Philippines,Male,Calibungan,Tekfly,39752.60,PHP
Ashley,Stanley,astanley81@archive.org,Portugal,Female,Campo,Einti,41971.41,EUR
Dennis,Burke,dburke82@techcrunch.com,Nicaragua,Male,Puerto Morazán,Kimia,7379.58,NIO
Alice,Gray,agray83@mashable.com,Sweden,Female,Kungsbacka,Kare,80867.80,SEK
Lisa,Mills,lmills84@amazonaws.com,Czech Republic,Female,Chýnov,Ozu,31317.68,CZK
Wayne,Lynch,wlynch85@wired.com,Philippines,Male,Cavinti,Linktype,77018.37,PHP
Keith,Johnson,kjohnson86@ameblo.jp,Botswana,Male,Mogapinyana,Zoomcast,56656.21,BWP
Ruth,Mendoza,rmendoza87@merriam-webster.com,Greece,Female,Anthoúsa,Izio,20713.03,EUR
Louis,Butler,lbutler88@bing.com,Portugal,Male,Roriz,Jaloo,51660.08,EUR
Kathryn,Lynch,klynch89@google.com.au,China,Female,Xinhe,Brainsphere,53133.46,CNY
Jose,Butler,jbutler8a@theatlantic.com,Peru,Male,Tambobamba,Tambee,86855.17,PEN
Teresa,Ellis,tellis8b@storify.com,Japan,Female,Gamagōri,Skyndu,23771.25,JPY
Kathleen,Gonzales,kgonzales8c@canalblog.com,Indonesia,Female,Wurigelebur,Jayo,55772.34,IDR
Maria,Wright,mwright8d@storify.com,Sweden,Female,Hammarö,Vinte,84202.20,SEK
Michelle,Schmidt,mschmidt8e@shareasale.com,Mongolia,Female,Dzel,Dynava,25514.14,MNT
Ralph,Garcia,rgarcia8f@dion.ne.jp,Uruguay,Male,Trinidad,Avaveo,20194.15,UYU
Willie,Peters,wpeters8g@princeton.edu,Indonesia,Male,Kertahayu,Zooveo,28256.98,IDR
Bruce,Lawson,blawson8h@photobucket.com,Argentina,Male,Rada Tilly,Twitternation,35581.81,ARS
Mildred,Sanchez,msanchez8i@berkeley.edu,Colombia,Female,Elías,Skyba,87656.76,COP
Sean,Perry,sperry8j@blogtalkradio.com,Brazil,Male,Itapagé,Wikivu,3121.04,BRL
Nicholas,Lawrence,nlawrence8k@ft.com,China,Male,Sujiatuo,Quamba,68953.64,CNY
Russell,Woods,rwoods8l@4shared.com,Poland,Male,Rogóźno,Zoomzone,87098.84,PLN
Michael,Andrews,mandrews8m@reddit.com,Philippines,Male,Jalaud,Voonder,38379.56,PHP
Howard,Richardson,hrichardson8n@aboutads.info,Brazil,Male,São Fidélis,Devcast,40110.52,BRL
Stephanie,Hanson,shanson8o@thetimes.co.uk,Philippines,Female,Lurugan,Voomm,,PHP
Jesse,Simmons,jsimmons8p@wikia.com,Sweden,Male,Ystad,Geba,56138.44,SEK
Carolyn,Gibson,cgibson8q@cdbaby.com,Poland,Female,Lublin,Flashdog,,PLN
Richard,Day,rday8r@harvard.edu,Ireland,Male,Prosperous,Quinu,3827.58,EUR
Todd,Coleman,tcoleman8s@wiley.com,Morocco,Male,Tiflet,Mycat,97092.02,MAD
Heather,Gardner,hgardner8t@deliciousdays.com,China,Female,Caijiapu,Kwilith,26033.48,CNY
Earl,Dunn,edunn8u@pbs.org,Brazil,Male,Pacatuba,Divanoodle,14003.18,BRL
Roy,Garza,rgarza8v@prweb.com,Colombia,Male,La Montañita,Avaveo,66651.10,COP
Kelly,Hamilton,khamilton8w@cbslocal.com,Brazil,Female,Extremoz,Bubblebox,45591.10,BRL
Robin,Henry,rhenry8x@dailymotion.com,United States,Female,Newark,Browsetype,59772.54,USD
Cheryl,Elliott,celliott8y@google.de,China,Female,Oubei,Gabvine,40509.08,CNY
Rachel,Ray,rray8z@auda.org.au,Japan,Female,Iwatsuki,Chatterbridge,56215.99,JPY
Deborah,Hernandez,dhernandez90@bbb.org,Philippines,Female,Biasong,Oyoba,45173.75,PHP
Victor,Lynch,vlynch91@usa.gov,Serbia,Male,Mali Iđoš,Plajo,9782.21,RSD
Joan,Henry,jhenry92@ox.ac.uk,Brazil,Female,Pitangui,Brightbean,,BRL
Antonio,Richards,arichards93@kickstarter.com,Indonesia,Male,Tanjungkerta,Twitterbeat,40778.17,IDR
Alan,Nguyen,anguyen94@columbia.edu,Brazil,Male,Macau,Browsebug,67113.68,BRL
Jimmy,Ramirez,jramirez95@dot.gov,Ukraine,Male,Broska,Agivu,66133.61,UAH
Benjamin,Lewis,blewis96@epa.gov,Bosnia and Herzegovina,Male,Donji Vakuf,Devpoint,,BAM
Annie,Nelson,anelson97@cbslocal.com,France,Female,Bordeaux,Trupe,2578.99,EUR
Justin,Little,jlittle98@seesaa.net,China,Male,Qingguang,Kazio,,CNY
Tina,Garrett,tgarrett99@disqus.com,Vietnam,Female,Núi Đối,Twiyo,,VND
David,Lewis,dlewis9a@networkadvertising.org,China,Male,Heshan,Flashset,27659.11,CNY
Ann,Thomas,athomas9b@wiley.com,Portugal,Female,Carvoeira,Browsebug,45965.85,EUR
Chris,Gomez,cgomez9c@nymag.com,Indonesia,Male,Karangnongko,Skibox,83227.19,IDR
Mildred,Dunn,mdunn9d@liveinternet.ru,Argentina,Female,Mattaldi,Voomm,93469.55,ARS
Kathleen,Romero,kromero9e@cdbaby.com,China,Female,Shiquan,Demimbu,58634.09,CNY
Katherine,Bowman,kbowman9f@psu.edu,Sweden,Female,Säffle,Voolith,57132.67,SEK
Andrew,Montgomery,amontgomery9g@wordpress.com,Tanzania,Male,Kahama,Vitz,63020.34,TZS
Gregory,Stephens,gstephens9h@icq.com,China,Male,Dayong,Latz,84551.70,CNY
Helen,Fox,hfox9i@blogtalkradio.com,Latvia,Female,Ikšķile,Jazzy,78205.61,EUR
Norma,Cole,ncole9j@canalblog.com,Mexico,Female,San Miguel,Oyondu,48435.43,MXN
Stephen,Rivera,srivera9k@time.com,Czech Republic,Male,Brušperk,Shuffletag,2433.54,CZK
Carlos,Dean,cdean9l@hibu.com,Palestinian Territory,Male,Al Fandaqūmīyah,Skajo,48617.58,ILS
Joan,Gonzalez,jgonzalez9m@huffingtonpost.com,China,Female,Haiyang,Skilith,51864.78,CNY
Norma,Thomas,nthomas9n@bravesites.com,Czech Republic,Female,Uherské Hradiště,Vipe,38017.45,CZK
Andrew,Webb,awebb9o@auda.org.au,Philippines,Male,Duran,Skimia,78900.83,PHP
Russell,Davis,rdavis9p@mac.com,Sweden,Male,Ulricehamn,Dynazzy,32879.11,SEK
Andrew,Porter,aporter9q@bbb.org,Indonesia,Male,Karangtalun,Twitterbeat,77707.66,IDR
Richard,Stewart,rstewart9r@hp.com,Venezuela,Male,San Juan Bautista,Chatterpoint,30989.43,VEF
Bobby,Hart,bhart9s@admin.ch,China,Male,Lühua,Tagpad,79306.44,CNY
Jean,Matthews,jmatthews9t@miibeian.gov.cn,Sweden,Female,Jönköping,Thoughtstorm,,SEK
Diana,Morrison,dmorrison9u@acquirethisname.com,Czech Republic,Female,Šumice,Centizu,12191.87,CZK
Marie,Sanders,msanders9v@tuttocitta.it,Japan,Female,Tōkamachi,Topicblab,39258.93,JPY
Ronald,Lane,rlane9w@vk.com,Indonesia,Male,Parakanhonje Wetan,Npath,71932.10,IDR
Kimberly,Fisher,kfisher9x@amazon.de,Argentina,Female,Tres Arroyos,Quimm,85793.99,ARS
Beverly,Davis,bdavis9y@squarespace.com,China,Female,Tangzang,Muxo,,CNY
Alan,Meyer,ameyer9z@twitter.com,Nauru,Male,Anibare,Topiclounge,,AUD
Theresa,Mccoy,tmccoya0@stumbleupon.com,Uzbekistan,Female,Dashtobod,Divavu,67742.71,UZS
Norma,Carroll,ncarrolla1@over-blog.com,China,Female,Changping,Kwimbee,89161.10,CNY
Amanda,Nichols,anicholsa2@ox.ac.uk,China,Female,Lantian,Agivu,49848.10,CNY
Sara,Dean,sdeana3@springer.com,China,Female,Xianghuaqiao,Cogibox,97839.49,CNY
Kevin,Adams,kadamsa4@cpanel.net,Chad,Male,Bébédja,Zazio,97488.14,XAF
Jeffrey,Cruz,jcruza5@naver.com,Brazil,Male,Garanhuns,Ozu,63219.04,BRL
Lisa,Ellis,lellisa6@skyrock.com,Indonesia,Female,Lewotukan,Lazzy,10826.35,IDR
Kevin,Phillips,kphillipsa7@imdb.com,Bosnia and Herzegovina,Male,Bužim,Vitz,43308.37,BAM
Jesse,Carroll,jcarrolla8@engadget.com,Mexico,Male,Buenavista,Bluejam,72323.68,MXN
Eugene,Gomez,egomeza9@admin.ch,Brazil,Male,Natal,Jetpulse,89366.21,BRL
Lawrence,Johnson,ljohnsonaa@bizjournals.com,Philippines,Male,Diadi,Centizu,16797.49,PHP
Joyce,Tucker,jtuckerab@berkeley.edu,Armenia,Female,Chochkan,Roomm,68971.00,AMD
Jean,Day,jdayac@github.io,Bangladesh,Female,Bāndarban,Zoomdog,,BDT
Thomas,Shaw,tshawad@nhs.uk,Denmark,Male,København,Dynabox,93639.90,DKK
Jesse,Murphy,jmurphyae@over-blog.com,Sweden,Male,Älvsjö,Kaymbo,40970.82,SEK
Susan,Chapman,schapmanaf@nhs.uk,China,Female,Baiqiao,LiveZ,24637.83,CNY
Charles,Alexander,calexanderag@va.gov,Philippines,Male,Pio,Oyonder,20730.25,PHP
Albert,Edwards,aedwardsah@wix.com,Palestinian Territory,Male,Idhnā,Voonder,23951.63,ILS
Jane,Hunt,jhuntai@yellowbook.com,Tunisia,Female,Zarzis,Yozio,66719.84,TND
Judy,Diaz,jdiazaj@ftc.gov,Indonesia,Female,Paninggaran,Zoomlounge,45999.14,IDR
Aaron,Scott,ascottak@apache.org,China,Male,Hekou,Innotype,98024.59,CNY
Diana,Jacobs,djacobsal@hatena.ne.jp,Portugal,Female,Malhão,Jetwire,76590.74,EUR
Angela,Arnold,aarnoldam@sbwire.com,France,Female,Val-de-Reuil,Kazio,26481.00,EUR
Fred,Mccoy,fmccoyan@examiner.com,China,Male,Jiagao,Yabox,5099.40,CNY
Ashley,Johnston,ajohnstonao@upenn.edu,South Africa,Female,Daniëlskuil,Jatri,38555.46,ZAR
Juan,Mcdonald,jmcdonaldap@quantcast.com,Indonesia,Male,Pakuncen,Abata,28658.66,IDR
Ryan,Morris,rmorrisaq@ucla.edu,Burundi,Male,Muramvya,Aivee,,BIF
Rachel,Freeman,rfreemanar@engadget.com,Russia,Female,Kirovgrad,Tagtune,36170.98,RUB
Mary,Cole,mcoleas@furl.net,Japan,Female,Ōmamachō-ōmama,Flipopia,19339.98,JPY
Angela,Payne,apayneat@army.mil,Latvia,Female,Naukšēni,Yodel,12851.54,EUR
Harold,Simpson,hsimpsonau@example.com,Angola,Male,Mbanza Congo,Jaxworks,,AOA
Frances,Walker,fwalkerav@webmd.com,Japan,Female,Sasebo,Bluezoom,95235.23,JPY
Alice,Graham,agrahamaw@cornell.edu,Cuba,Female,Boyeros,Skidoo,56427.28,CUP
Benjamin,Peters,bpetersax@nydailynews.com,Yemen,Male,Al Tuḩaytā’,Npath,78113.18,YER
Jose,Ross,jrossay@histats.com,Mauritius,Male,Cluny,Bluezoom,,MUR
David,Lopez,dlopezaz@abc.net.au,Indonesia,Male,Cilaja,Tekfly,28981.84,IDR
Virginia,Jacobs,vjacobsb0@wsj.com,Greece,Female,Plagiári,Blogpad,35073.02,EUR
Joan,Thompson,jthompsonb1@ibm.com,Greece,Female,Néa Ionía,Zoomlounge,90443.00,EUR
Clarence,Dean,cdeanb2@amazon.de,Sweden,Male,Strängnäs,Gabspot,42564.66,SEK
Edward,Gardner,egardnerb3@geocities.com,France,Male,Paris 14,Aimbu,30744.05,EUR
Alice,Cox,acoxb4@chicagotribune.com,Russia,Female,Ulyanovsk,Ooba,37192.90,RUB
Jesse,Howard,jhowardb5@people.com.cn,Indonesia,Male,Karangsonojabon,Aivee,42557.89,IDR
Scott,Hill,shillb6@wikipedia.org,China,Male,Yishui,Browsezoom,64339.18,CNY
Robin,Lawson,rlawsonb7@taobao.com,China,Female,Dalai,Meeveo,72743.38,CNY
Raymond,Barnes,rbarnesb8@pagesperso-orange.fr,Japan,Male,Kokubunji,Zooxo,52977.49,JPY
Joe,Reid,jreidb9@qq.com,China,Male,Dayou,Quamba,40222.78,CNY
Paula,Morrison,pmorrisonba@nba.com,United States,Female,San Francisco,Jabbertype,61709.38,USD
Linda,Franklin,lfranklinbb@reuters.com,Malaysia,Female,Alor Setar,Jayo,11518.16,MYR
Randy,Carr,rcarrbc@ihg.com,China,Male,Ludu,Agivu,65661.90,CNY
Judith,Bell,jbellbd@angelfire.com,China,Female,Huayuan,Shuffledrive,23743.08,CNY
Jessica,Johnson,jjohnsonbe@mysql.com,South Africa,Female,Modderfontein,Tambee,57569.11,ZAR
Jean,Ray,jraybf@usda.gov,Thailand,Female,Hankha,Twimm,,THB
Joe,Fernandez,jfernandezbg@w3.org,China,Male,Jiuheyuan,Twitterworks,34338.48,CNY
Terry,Ellis,tellisbh@acquirethisname.com,Sweden,Male,Kolmården,Thoughtstorm,52194.02,SEK
Judith,Bowman,jbowmanbi@mozilla.com,China,Female,Hetang,Babblestorm,78321.83,CNY
John,Gomez,jgomezbj@berkeley.edu,Bulgaria,Male,Lyaskovets,Skivee,44821.80,BGN
Irene,Sanders,isandersbk@forbes.com,Finland,Female,Kuhmalahti,Wikivu,72562.11,EUR
Eric,Anderson,eandersonbl@booking.com,China,Male,Wenfeng Zhen,Eare,48419.45,CNY
Lois,Sanders,lsandersbm@sina.com.cn,Czech Republic,Female,Vejprnice,Edgeclub,94847.82,CZK
Todd,Lynch,tlynchbn@ehow.com,China,Male,Mentougou,Voonte,22727.09,CNY
Debra,Gonzalez,dgonzalezbo@wiley.com,Canada,Female,Sicamous,Meembee,34209.19,CAD
Emily,Wallace,ewallacebp@e-recht24.de,China,Female,Shangjia,Browseblab,52810.42,CNY
Ralph,Berry,rberrybq@booking.com,Japan,Male,Satte,Skyvu,47767.79,JPY
David,Barnes,dbarnesbr@mail.ru,Iran,Male,Borūjen,Photobean,92930.52,IRR
Billy,Perkins,bperkinsbs@aol.com,Indonesia,Male,Krajan Siki,Flashset,628.84,IDR
Carol,Matthews,cmatthewsbt@whitehouse.gov,South Africa,Female,Tugela Ferry,Eidel,91008.49,ZAR
Joseph,Gilbert,jgilbertbu@technorati.com,Croatia,Male,Jelsa,Twitterwire,45541.85,HRK
Marilyn,Sims,msimsbv@nbcnews.com,Mexico,Female,Infonavit,Rooxo,62484.73,MXN
Amanda,Tucker,atuckerbw@ucoz.com,China,Female,Xianghu,Fliptune,,CNY
Brenda,Greene,bgreenebx@unblog.fr,Portugal,Female,Sarrazola,Thoughtstorm,27770.61,EUR
John,Schmidt,jschmidtby@eepurl.com,Philippines,Male,Limbuhan,Photobug,87.07,PHP
Raymond,Nelson,rnelsonbz@jugem.jp,Netherlands,Male,Best,Trudoo,90454.84,EUR
Johnny,Perkins,jperkinsc0@salon.com,Sri Lanka,Male,Kurunegala,Brightdog,604.84,LKR
Steven,Jones,sjonesc1@desdev.cn,Mexico,Male,El Carmen,Jaxbean,99704.17,MXN
Ann,Grant,agrantc2@youku.com,China,Female,Jiangpan,Oyondu,1863.31,CNY
Joshua,Peterson,jpetersonc3@lycos.com,Cambodia,Male,Kampong Chhnang,Feedmix,18579.08,KHR
George,Wilson,gwilsonc4@fc2.com,Russia,Male,Gudermes,Babbleopia,80429.28,RUB
Ruby,Anderson,randersonc5@wisc.edu,Thailand,Female,Kaset Wisai,Kanoodle,11850.80,THB
Keith,Snyder,ksnyderc6@cisco.com,Sweden,Male,Helsingborg,Devify,88028.96,SEK
Judith,Jordan,jjordanc7@salon.com,Indonesia,Female,Ngilengan,Skalith,,IDR
Lisa,Rose,lrosec8@tumblr.com,Indonesia,Female,Pliwetan,LiveZ,45107.68,IDR
Emily,Cook,ecookc9@aboutads.info,Kyrgyzstan,Female,Talas,Edgetag,77713.54,KGS
Daniel,Gardner,dgardnerca@godaddy.com,China,Male,Cengang,Jamia,,CNY
Raymond,Simpson,rsimpsoncb@ftc.gov,Colombia,Male,Iles,Gevee,693.01,COP
Jesse,Vasquez,jvasquezcc@networkadvertising.org,Philippines,Male,Cabanbanan,Quatz,57787.43,PHP
Angela,Graham,agrahamcd@bizjournals.com,China,Female,Rongdoi,Eamia,48422.43,CNY
Rebecca,Butler,rbutlerce@samsung.com,Denmark,Female,Frederiksberg,Devpulse,6850.62,DKK
Jeffrey,Jones,jjonescf@google.com.br,Japan,Male,Nanae,Jayo,41083.98,JPY
Annie,Robinson,arobinsoncg@drupal.org,Ukraine,Female,Pomichna,Tazz,480.24,UAH
Ryan,James,rjamesch@bluehost.com,Yemen,Male,Matwaḩ,Trilia,41290.17,YER
Ashley,Barnes,abarnesci@redcross.org,Russia,Female,Sannikovo,Reallinks,,RUB
Raymond,Gonzalez,rgonzalezcj@csmonitor.com,China,Male,Zhangbang,Skinder,11273.92,CNY
Barbara,Owens,bowensck@psu.edu,China,Female,Taoyuan,Twitterlist,68600.75,CNY
Cheryl,Washington,cwashingtoncl@feedburner.com,Peru,Female,Anta,Zoonoodle,96355.34,PEN
Craig,Johnson,cjohnsoncm@vinaora.com,Morocco,Male,Settat,Kayveo,65523.38,MAD
Douglas,Lopez,dlopezcn@weather.com,Honduras,Male,Salamá,Demimbu,9439.67,HNL
Willie,Payne,wpayneco@youtu.be,China,Male,Hujiaying,Leenti,41663.00,CNY
Margaret,Lewis,mlewiscp@weebly.com,Syria,Female,Qārah,Gabcube,55790.27,SYP
Gregory,Richardson,grichardsoncq@wix.com,China,Male,Jiantianjie,Jetwire,20811.70,CNY
Walter,Barnes,wbarnescr@hugedomains.com,Philippines,Male,Malbug,Rooxo,,PHP
Richard,Peters,rpeterscs@tripod.com,Armenia,Male,Aygezard,Npath,27580.38,AMD
Dorothy,Rodriguez,drodriguezct@un.org,Philippines,Female,Prinza,Devshare,83268.24,PHP
Helen,Greene,hgreenecu@mapy.cz,Azerbaijan,Female,Hövsan,Eayo,89227.30,AZN
Patrick,Owens,powenscv@wikispaces.com,Greece,Male,Traganón,Realcube,74227.65,EUR
Sean,Williamson,swilliamsoncw@trellian.com,Myanmar,Male,Mudon,Kanoodle,10569.01,MMK
Laura,Alexander,lalexandercx@hao123.com,Malawi,Female,Zomba,BlogXS,72074.02,MWK
Roger,Kennedy,rkennedycy@blinklist.com,Portugal,Male,Meia Via,Browseblab,2096.00,EUR
Ronald,Ellis,relliscz@bing.com,China,Male,Dongxi,Voonder,42136.83,CNY
Phillip,Austin,paustind0@topsy.com,Poland,Male,Jasienica,Tanoodle,34990.76,PLN
Randy,Hudson,rhudsond1@hatena.ne.jp,Argentina,Male,Fernández,Dabjam,35892.91,ARS
Lori,Ortiz,lortizd2@biglobe.ne.jp,Egypt,Female,Qalyūb,Gevee,24632.82,EGP
Todd,Green,tgreend3@live.com,Greece,Male,Skotoússa,Jaloo,,EUR
Bruce,Cook,bcookd4@vk.com,Philippines,Male,Dumlan,Gabtype,61277.93,PHP
Donald,Harper,dharperd5@webmd.com,Bolivia,Male,Villamontes,Brainverse,25600.95,BOB
Dorothy,Bennett,dbennettd6@amazon.co.uk,Sweden,Female,Farsta,Linktype,,SEK
Joseph,Mcdonald,jmcdonaldd7@patch.com,Czech Republic,Male,Břeclav,Livefish,,CZK
Anne,Gray,agrayd8@deliciousdays.com,Haiti,Female,Grangwav,Meevee,46008.84,HTG
Wayne,Martin,wmartind9@cpanel.net,Russia,Male,Yam,Thoughtworks,50236.08,RUB
Bruce,Walker,bwalkerda@wufoo.com,Indonesia,Male,Krajan Satu,Vidoo,77717.89,IDR
Earl,Mills,emillsdb@ovh.net,Sweden,Male,Onsala,Devpulse,84618.78,SEK
Kathy,Nelson,knelsondc@vistaprint.com,Kazakhstan,Female,Almaty,Dynabox,,KZT
Stephanie,Thompson,sthompsondd@wp.com,Togo,Female,Bassar,Jabberbean,,XOF
Louise,Harper,lharperde@miitbeian.gov.cn,China,Female,Yaozhou,Skiptube,90461.25,CNY
Thomas,Martin,tmartindf@etsy.com,China,Male,Gutian,Quimba,84659.28,CNY
Betty,West,bwestdg@lycos.com,Indonesia,Female,Oesena,Twiyo,92899.23,IDR
Wanda,Rose,wrosedh@samsung.com,Syria,Female,Shaykh al Ḩadīd,Realbridge,30308.43,SYP
Jeffrey,Lawrence,jlawrencedi@csmonitor.com,Ghana,Male,Wenchi,Jabbercube,53586.15,GHS
Robert,Carpenter,rcarpenterdj@tumblr.com,China,Male,Shizikeng,Zooveo,96355.36,CNY
Charles,Rivera,criveradk@shutterfly.com,Russia,Male,Shakhun’ya,Fivechat,26636.57,RUB
Gerald,Cooper,gcooperdl@walmart.com,Indonesia,Male,Sadar,Meemm,42300.38,IDR
Amy,Lopez,alopezdm@smh.com.au,Indonesia,Female,Puyung,Brainsphere,17063.01,IDR
Steven,Alexander,salexanderdn@un.org,Honduras,Male,Sabá,Camimbo,13060.55,HNL
Thomas,Davis,tdavisdo@berkeley.edu,China,Male,Wenshao,Avamm,,CNY
Nicholas,Nichols,nnicholsdp@apple.com,Japan,Male,Fukuchiyama,Miboo,4097.03,JPY
Pamela,Price,ppricedq@over-blog.com,Argentina,Female,Belén de Escobar,Pixope,96106.10,ARS
Patrick,Barnes,pbarnesdr@va.gov,Nicaragua,Male,Santo Tomás,Jabbertype,,NIO
Thomas,Bailey,tbaileyds@sciencedirect.com,Brazil,Male,Mendes,Flipbug,87915.87,BRL
Jeremy,Rodriguez,jrodriguezdt@discovery.com,China,Male,Ciyu,Flipopia,67586.55,CNY
Jeffrey,Wilson,jwilsondu@sciencedirect.com,Pakistan,Male,Moro,Plajo,75401.98,PKR
Margaret,Cooper,mcooperdv@desdev.cn,China,Female,Boli,Topicware,,CNY
Sandra,Burns,sburnsdw@techcrunch.com,Indonesia,Female,Nagarakembang,Oyoyo,84510.26,IDR
Evelyn,Carpenter,ecarpenterdx@a8.net,Mongolia,Female,Jargalant,Avavee,35846.83,MNT
James,Wallace,jwallacedy@nih.gov,Latvia,Male,Valka,Demivee,38221.78,EUR
Lois,Scott,lscottdz@issuu.com,Slovenia,Female,Slovenska Bistrica,Tagchat,72618.13,EUR
Catherine,Morales,cmoralese0@photobucket.com,Turkmenistan,Female,Gazojak,Flipopia,78214.11,TMT
Eugene,Graham,egrahame1@feedburner.com,Pakistan,Male,Tāndo Mittha Khān,Gigabox,33767.51,PKR
Ernest,Ortiz,eortize2@wufoo.com,Nepal,Male,Khāndbāri,Kwinu,31532.88,NPR
Alice,Parker,aparkere3@foxnews.com,Afghanistan,Female,Dowlatyār,Feedbug,77730.91,AFN
Robin,Reed,rreede4@bigcartel.com,Malaysia,Female,Butterworth,Gabvine,26856.18,MYR
Daniel,Moore,dmooree5@csmonitor.com,Brazil,Male,Pôsto Fiscal Rolim de Moura,Jaxspan,42735.24,BRL
Harold,George,hgeorgee6@ted.com,Sweden,Male,Saltsjö-Boo,Vipe,97747.63,SEK
Arthur,Lewis,alewise7@admin.ch,Pakistan,Male,Ahmadpur Siāl,Dabtype,19043.78,PKR
Charles,Griffin,cgriffine8@telegraph.co.uk,Bangladesh,Male,Nabīnagar,Twitterwire,56712.32,BDT
Billy,Phillips,bphillipse9@epa.gov,Brazil,Male,Lucas,Viva,87569.34,BRL
Nancy,Dunn,ndunnea@digg.com,China,Female,Wa’eryi,Fivebridge,99320.69,CNY
Clarence,Day,cdayeb@pcworld.com,Colombia,Male,Ciudad Bolívar,Meemm,60967.16,COP
Martha,Parker,mparkerec@freewebs.com,Indonesia,Female,Pantaihambawang,Oloo,5724.61,IDR
Donna,Shaw,dshawed@tuttocitta.it,Nigeria,Female,Badagry,Yabox,,NGN
Julia,Frazier,jfrazieree@w3.org,Russia,Female,Glazov,Wikivu,75885.84,RUB
Mary,Gonzalez,mgonzalezef@washingtonpost.com,Myanmar,Female,Maubin,Youtags,14355.32,MMK
Mildred,Cole,mcoleeg@goodreads.com,United States,Female,Baltimore,Trilith,77239.61,USD
Ann,Stevens,astevenseh@unc.edu,Canada,Female,Innisfil,Teklist,53557.48,CAD
Jessica,Mccoy,jmccoyei@miitbeian.gov.cn,Greece,Female,Gýtheio,Rhyzio,,EUR
Joe,Price,jpriceej@discuz.net,Spain,Male,Santander,Gigaclub,97714.70,EUR
Phyllis,Mcdonald,pmcdonaldek@xrea.com,North Korea,Female,Sŭngho 1-tong,Mycat,6632.44,KPW
Eugene,Fields,efieldsel@vistaprint.com,Estonia,Male,Tartu,Zoonoodle,31877.73,EUR
Donald,Wells,dwellsem@purevolume.com,Sweden,Male,Stockholm,Zoovu,98996.05,SEK
Christina,Kelley,ckelleyen@whitehouse.gov,Philippines,Female,Banaba,Livefish,28802.94,PHP
Susan,Rodriguez,srodriguezeo@quantcast.com,China,Female,Daying,Cogidoo,,CNY
Kathleen,Rose,kroseep@canalblog.com,Ukraine,Female,Soledar,Wikido,33901.04,UAH
Robin,Walker,rwalkereq@yandex.ru,Philippines,Female,Diadi,Quaxo,81785.33,PHP
Benjamin,Hicks,bhickser@google.com,Brazil,Male,Irecê,Mudo,81561.95,BRL
Billy,Rose,brosees@theglobeandmail.com,Russia,Male,Malakhovka,Eimbee,,RUB
Peter,Harper,pharperet@fotki.com,Peru,Male,Palcamayo,Thoughtmix,38731.31,PEN
Nicole,Long,nlongeu@bandcamp.com,Luxembourg,Female,Lenningen,Abata,14725.50,EUR
Joyce,Butler,jbutlerev@tinypic.com,Indonesia,Female,Plandi,Zoonoodle,68295.82,IDR
Benjamin,Bennett,bbennettew@umn.edu,Portugal,Male,Zouparria do Monte,Voonte,30099.70,EUR
Ernest,Carter,ecarterex@delicious.com,Canada,Male,Gibbons,Oyonder,62075.32,CAD
Willie,Ellis,wellisey@si.edu,China,Male,Taozixi,Twinte,73751.61,CNY
Lori,Dixon,ldixonez@tinyurl.com,China,Female,Nanhe,Snaptags,31202.35,CNY
Janet,Hanson,jhansonf0@xrea.com,Colombia,Female,Guaduas,Wordtune,82509.87,COP
Tina,Weaver,tweaverf1@cnet.com,Pakistan,Female,Chor,Voonder,9756.39,PKR
Louise,Hamilton,lhamiltonf2@ask.com,Madagascar,Female,Maintirano,Gigazoom,93038.10,MGA
Kevin,Ramirez,kramirezf3@dailymail.co.uk,Indonesia,Male,Garunggang,Avamm,,IDR
Amy,Hunter,ahunterf4@howstuffworks.com,Indonesia,Female,Dumandesa,Vimbo,46088.31,IDR
