Doris,Mason,dmason0@angelfire.com,China,Female,Qionghu,Voolith,61450.18,CNY
Chris,Morris,cmorris7l@icq.com,Peru,Male,Maras,Jaxnation,6729.67,PEN
Rebecca,Diaz,rdiaz7m@yolasite.com,Kazakhstan,Female,Atbasar,Devbug,52028.16,KZT
Jessica,Freeman,jfreeman7n@typepad.com,Portugal,Female,Castedo,Mydo,87576.49,EUR
Joseph,Patterson,jpatterson7o@nymag.com,Indonesia,Male,Sritanjung,Feedfire,10239.32,IDR
Arthur,Watkins,awatkins7p@tmall.com,Portugal,Male,Monte,Divanoodle,76029.31,EUR
Diana,Andrews,dandrews7q@google.pl,Thailand,Female,Kaeng Khoi,Latz,66411.66,THB
Joshua,Armstrong,jarmstrong7r@pinterest.com,Philippines,Male,Rizal,Vipe,1833.21,PHP
Joseph,Thompson,jthompson7s@sciencedirect.com,United States,Male,Grand Rapids,Skipfire,47894.49,USD
Janet,Schmidt,jschmidt7t@google.it,Poland,Female,Krzykosy,Riffpath,16954.86,PLN
Amy,Armstrong,aarmstrong7u@umich.edu,Nicaragua,Female,El Rosario,Linkbridge,39887.05,NIO
Jonathan,Griffin,jgriffin7v@oracle.com,Sweden,Male,Frösön,Mynte,79419.05,SEK
Rachel,Baker,rbaker7w@jiathis.com,Indonesia,Female,Kedungwringin Satu,Brainsphere,24743.14,IDR
Julie,Dunn,jdunn7x@psu.edu,Finland,Female,Pieksämäki,Realmix,60849.62,EUR
Eric,Jenkins,ejenkins7y@php.net,Serbia,Male,Ševica,Vinder,23311.07,RSD
Linda,Rodriguez,lrodriguez7z@tinypic.com,Portugal,Female,Recarei,Voolia,81364.31,EUR
Nancy,Simpson,nsimpson80@xing.com,Portugal,Female,Forninho,Gigashots,18069.41,EUR
Nicholas,Phillips,nphillips81@dyndns.org,Argentina,Male,Deán Funes,Skajo,5456.68,ARS
Jason,Hall,jhall82@blogtalkradio.com,Bulgaria,Male,Tervel,Brainsphere,3584.02,BGN
Martha,Graham,mgraham83@scientificamerican.com,Croatia,Female,Laslovo,Tagtune,82122.95,HRK
Phillip,Fowler,pfowler84@berkeley.edu,Sweden,Male,Stockholm,Jabberstorm,8735.83,SEK
Kevin,Armstrong,karmstrong85@weibo.com,China,Male,Zhongluotan,Jaloo,24713.36,CNY
Susan,Gordon,sgordon86@trellian.com,Ukraine,Female,Balky,Trupe,70655.15,UAH
Susan,Howard,showard87@tiny.cc,United States,Female,Charleston,Brainsphere,49407.68,USD
Paul,Cooper,pcooper88@reference.com,Indonesia,Male,Krajan,Skaboo,,IDR
Philip,Harrison,pharrison89@51.la,Colombia,Male,Elías,Dabtype,51492.91,COP
Brandon,Wilson,bwilson8a@mayoclinic.com,Philippines,Male,Bula,Digitube,31341.75,PHP
Harry,Butler,hbutler8b@slideshare.net,China,Male,Tangjiawan,Jatri,34281.14,CNY
Diane,Knight,dknight8c@census.gov,Germany,Female,Mannheim,Centizu,87337.44,EUR
Jack,Thomas,jthomas8d@flickr.com,Greenland,Male,Paamiut,Fatz,58150.34,DKK
Andrea,Bailey,abailey8e@constantcontact.com,Sweden,Female,Själevad,JumpXS,4324.19,SEK
Stephanie,Mills,smills8f@aol.com,Indonesia,Female,Tanggul Wetan,Thoughtblab,,IDR
Debra,Moore,dmoore8g@apple.com,Syria,Female,‘Arīshah,Riffwire,40828.61,SYP
Jane,Hawkins,jhawkins8h@weibo.com,South Africa,Female,Daniëlskuil,Plajo,31923.13,ZAR
Jessica,Thomas,jthomas8i@1688.com,China,Female,Xinfang,Innotype,41718.95,CNY
Donald,Snyder,dsnyder8j@hexun.com,Brazil,Male,Santa Inês,Centizu,50136.17,BRL
Margaret,Knight,mknight8k@mediafire.com,Russia,Female,Krasnokholm,Fivespan,58787.58,RUB
Victor,Anderson,vanderson8l@prnewswire.com,Philippines,Male,Urbiztondo,Kwinu,54458.26,PHP
Jose,Moreno,jmoreno8m@telegraph.co.uk,Sweden,Male,Charlottenberg,Realblab,43969.59,SEK
Anne,Black,ablack8n@google.com,China,Female,Dazhangzhuang,Meezzy,65585.73,CNY
Anna,Tucker,atucker8o@mit.edu,Poland,Female,Zalewo,Zooxo,82992.64,PLN
Helen,Fields,hfields8p@acquirethisname.com,China,Female,Huansheng,Buzzdog,66090.90,CNY
Amy,Sanders,asanders8q@redcross.org,France,Female,Longjumeau,Buzzdog,52623.68,EUR
Jason,Payne,jpayne8r@clickbank.net,China,Male,Nijiangping,Mudo,40027.34,CNY
Beverly,Alvarez,balvarez8s@hhs.gov,Indonesia,Female,Krajan,Dabshots,66001.15,IDR
Craig,Diaz,cdiaz8t@nba.com,Portugal,Male,Soutelo,Zoonder,32943.86,EUR
Robert,Ray,rray8u@surveymonkey.com,Cayman Islands,Male,George Town,Tagfeed,74452.09,KYD
Henry,Garcia,hgarcia8v@joomla.org,Russia,Male,Ust’-Isha,Ntags,35350.63,RUB
Sarah,Watson,swatson8w@gravatar.com,Indonesia,Female,Karangbayat,Bubbletube,80174.71,IDR
Rachel,Garza,rgarza8x@mediafire.com,Russia,Female,Svetlograd,Youfeed,51472.41,RUB
Harold,Dean,hdean8y@dailymail.co.uk,Indonesia,Male,Rejowinangun,Meevee,46654.02,IDR
Brian,Wallace,bwallace8z@nasa.gov,Indonesia,Male,Ciparay,Skipfire,97690.48,IDR
Adam,Burton,aburton90@hatena.ne.jp,Poland,Male,Płock,Aimbu,45129.23,PLN
Janice,Gonzalez,jgonzalez91@cpanel.net,Indonesia,Female,Sopla,Browsetype,12753.17,IDR
Christina,Phillips,cphillips92@digg.com,China,Female,Qiganjidie,Dabtype,51336.55,CNY
Alice,Watkins,awatkins93@auda.org.au,China,Female,Yaosai,Yakijo,,CNY
Tammy,Hawkins,thawkins94@reverbnation.com,China,Female,Xiaoxiang,Innotype,28833.94,CNY
Craig,Hunt,chunt95@1688.com,China,Male,Jianjun,Minyx,,CNY
Bobby,Dixon,bdixon96@earthlink.net,Peru,Male,Tamarindo,Skipfire,99250.35,PEN
Nicholas,Jordan,njordan97@nydailynews.com,Philippines,Male,Basak,JumpXS,63823.75,PHP
Eric,Riley,eriley98@sogou.com,Philippines,Male,San Marcelino,Jamia,73181.73,PHP
Gloria,Hanson,ghanson99@mit.edu,Portugal,Female,Alto do Estanqueiro,Zoombeat,41556.89,EUR
Lillian,Duncan,lduncan9a@nationalgeographic.com,Indonesia,Female,Oganlima,Realmix,40715.09,IDR
Charles,Williams,cwilliams9b@epa.gov,Brazil,Male,Caxias do Sul,Mycat,,BRL
Nancy,Gray,ngray9c@ocn.ne.jp,Indonesia,Female,Cikendi,Fivespan,,IDR
Bruce,Dean,bdean9d@xrea.com,Colombia,Male,Nóvita,Dynava,87588.99,COP
Rachel,Hill,rhill9e@ucsd.edu,France,Female,Cannes,Wikido,84860.26,EUR
Adam,Ryan,aryan9f@nationalgeographic.com,Zimbabwe,Male,Chegutu,Jabbersphere,34695.18,ZWL
Ann,Fuller,afuller9g@ftc.gov,Colombia,Female,Villavicencio,Eadel,69939.91,COP
Sara,Jordan,sjordan9h@rambler.ru,Argentina,Female,Cipolletti,Edgeblab,31419.85,ARS
Elizabeth,Armstrong,earmstrong9i@army.mil,Colombia,Female,Agustín Codazzi,Edgeblab,,COP
Heather,Ward,hward9j@free.fr,China,Female,Qingqu,Jayo,50993.26,CNY
Gerald,Howard,ghoward9k@mozilla.org,Kazakhstan,Male,Zhabagly,Aivee,31410.88,KZT
Christine,Watkins,cwatkins9l@bing.com,Myanmar,Female,Shwebo,Blogspan,,MMK
Jeffrey,Webb,jwebb9m@go.com,Luxembourg,Male,Mompach,Brightdog,,EUR
Brenda,Robinson,brobinson9n@dot.gov,Portugal,Female,Telheira,Bluezoom,,EUR
Gregory,James,gjames9o@wikispaces.com,Malaysia,Male,Putrajaya,Photobug,62945.89,MYR
Patricia,Daniels,pdaniels9p@squarespace.com,China,Female,Jiantou,Digitube,76124.87,CNY
Julie,Grant,jgrant9q@ameblo.jp,Philippines,Female,Apitong,Zazio,47591.03,PHP
Arthur,Lee,alee9r@columbia.edu,Kenya,Male,Nakuru,Jetpulse,77575.60,KES
Dorothy,Johnston,djohnston9s@parallels.com,Indonesia,Female,Banjar Tiga,Mydo,83551.74,IDR
Judith,Hawkins,jhawkins9t@newsvine.com,Indonesia,Female,Lhokkruet,Browsezoom,32698.99,IDR
Carl,Dixon,cdixon9u@ning.com,China,Male,Haihui,Jazzy,46579.68,CNY
Marilyn,Sims,msims9v@amazon.co.jp,Indonesia,Female,Banyulegi,Linkbridge,47797.91,IDR
Rose,Peters,rpeters9w@live.com,Sweden,Female,Växjö,Fliptune,,SEK
Gerald,Johnston,gjohnston9x@spiegel.de,Poland,Male,Bełk,Jabberbean,6732.74,PLN
Kelly,Martinez,kmartinez9y@columbia.edu,Philippines,Female,Tigbaw,Avaveo,72093.02,PHP
Kevin,Murray,kmurray9z@hatena.ne.jp,China,Male,Shuanghe,Centimia,24706.76,CNY
Gregory,Castillo,gcastilloa0@prnewswire.com,Nepal,Male,Bhadrapur,Buzzdog,32555.67,NPR
Paul,Black,pblacka1@census.gov,Bolivia,Male,Boyuibe,Photospace,85345.46,BOB
Sharon,George,sgeorgea2@bloomberg.com,China,Female,Yangchao,Photofeed,33003.52,CNY
Nicholas,Fowler,nfowlera3@mayoclinic.com,Argentina,Male,General San Martín,Quatz,43333.53,ARS
Charles,Spencer,cspencera4@biglobe.ne.jp,Canada,Male,Winnipeg,Eimbee,80135.53,CAD
Deborah,Harris,dharrisa5@twitter.com,Mexico,Female,Ejidal,Rhycero,75772.87,MXN
Patricia,Barnes,pbarnesa6@purevolume.com,Poland,Female,Głogówek,Feedfire,15741.15,PLN
Arthur,Lopez,alopeza7@nba.com,Ukraine,Male,Sokyryany,Skyvu,57156.58,UAH
Tammy,Rivera,triveraa8@wsj.com,Uruguay,Female,Dolores,Thoughtstorm,38355.10,UYU
Irene,Stanley,istanleya9@is.gd,Indonesia,Female,Ngaliyan,Jayo,19719.87,IDR
Susan,Bryant,sbryantaa@miitbeian.gov.cn,Botswana,Female,Sebina,Wikivu,64070.43,BWP
Stephen,Stevens,sstevensab@ow.ly,Brazil,Male,Três Lagoas,Blognation,5694.58,BRL
Louise,Collins,lcollinsac@paypal.com,China,Female,Tajike’abati,Youspan,10219.10,CNY
Frank,Warren,fwarrenad@bluehost.com,Brazil,Male,Valinhos,Meevee,28401.04,BRL
Rebecca,Smith,rsmithae@mayoclinic.com,Indonesia,Female,Sumurgeneng,Trilith,50906.84,IDR
Joan,Turner,jturneraf@businessweek.com,China,Female,Chengxiang,Mita,,CNY
Diane,Medina,dmedinaag@mapy.cz,China,Female,Jiantou,Zoomlounge,95839.44,CNY
Wayne,Hansen,whansenah@livejournal.com,Philippines,Male,Bualan,Kayveo,91678.05,PHP
Alan,Morrison,amorrisonai@cbsnews.com,Spain,Male,Sevilla,Yadel,19837.79,EUR
Kelly,Bradley,kbradleyaj@sogou.com,China,Female,Hougaoshizhuang,Livetube,63509.98,CNY
Kevin,Rivera,kriveraak@ihg.com,Mauritania,Male,Aleg,Jabbercube,77897.75,MRO
Elizabeth,Harrison,eharrisonal@meetup.com,Brazil,Female,Maragogi,Eadel,79168.97,BRL
Jennifer,Kim,jkimam@cbc.ca,Peru,Female,Carumas,Innojam,30995.29,PEN
Russell,Edwards,redwardsan@ucoz.ru,China,Male,Hongxing,Skinte,,CNY
Samuel,Bailey,sbaileyao@sourceforge.net,Russia,Male,Ovsyanka,Bluejam,50306.94,RUB
Emily,Nelson,enelsonap@theatlantic.com,Indonesia,Female,Sambogunung,Photospace,68875.56,IDR
Terry,Collins,tcollinsaq@github.io,Indonesia,Male,Krajan Selatan,Buzzster,67334.55,IDR
Martin,Hayes,mhayesar@seattletimes.com,Russia,Male,Mizur,Cogibox,99351.15,RUB
Albert,Perez,aperezas@rediff.com,China,Male,Fengyang Fuchengzhen,Jaxnation,14724.05,CNY
Clarence,Alexander,calexanderat@state.tx.us,Japan,Male,Ōiso,Zoomlounge,76037.39,JPY
Harry,Wells,hwellsau@google.com.br,Syria,Male,Tallkalakh,Omba,37528.68,SYP
Joseph,Rivera,jriveraav@mtv.com,Morocco,Male,Settat,Layo,85166.54,MAD
Sara,White,swhiteaw@diigo.com,Philippines,Female,Clarin,Edgepulse,,PHP
Ralph,Cole,rcoleax@ca.gov,Russia,Male,Divnoye,Dynabox,13528.00,RUB
Ernest,Howell,ehowellay@artisteer.com,United States,Male,Detroit,Yata,31343.41,USD
Jerry,Patterson,jpattersonaz@github.com,Ukraine,Male,Usatove,Oyoloo,61501.00,UAH
Joyce,Harrison,jharrisonb0@paypal.com,Malta,Female,Attard,Skinix,40762.69,EUR
Diane,Morris,dmorrisb1@earthlink.net,Czech Republic,Female,Ráječko,Zoozzy,25552.21,CZK
Carolyn,Harvey,charveyb2@apple.com,Thailand,Female,Wang Sam Mo,Yacero,48937.65,THB
Gregory,Rivera,griverab3@weibo.com,Philippines,Male,Laoag,Flipopia,,PHP
Martha,Woods,mwoodsb4@usda.gov,China,Female,Beigao,Eidel,83001.18,CNY
Barbara,Pierce,bpierceb5@joomla.org,Belarus,Female,Tsimkavichy,Skinix,16094.08,BYR
Richard,Perry,rperryb6@flavors.me,Ecuador,Male,Chone,Zava,64911.59,USD
Cynthia,Fields,cfieldsb7@technorati.com,Turkmenistan,Female,Tejen,LiveZ,79486.71,TMT
Betty,Jackson,bjacksonb8@diigo.com,China,Female,Shanting,Lajo,1056.81,CNY
Sarah,Ellis,sellisb9@archive.org,Mexico,Female,Benito Juarez,Riffpedia,58609.06,MXN
Nicole,Shaw,nshawba@soundcloud.com,Armenia,Female,Getazat,Roombo,32407.58,AMD
Ryan,Kim,rkimbb@tripadvisor.com,France,Male,Cergy-Pontoise,Ailane,45854.51,EUR
Benjamin,Wells,bwellsbc@liveinternet.ru,Philippines,Male,Umingan,Bubblebox,99326.65,PHP
Judy,Palmer,jpalmerbd@apache.org,China,Female,Cola,Skyndu,63037.45,CNY
Jason,Knight,jknightbe@google.co.jp,Indonesia,Male,Buluh Kasap,Shuffledrive,65331.75,IDR
Harold,Cox,hcoxbf@taobao.com,China,Male,Baiyun,JumpXS,66699.08,CNY
Lois,Cook,lcookbg@xinhuanet.com,Indonesia,Female,Mekarjaya,Fadeo,32364.95,IDR
Raymond,Williamson,rwilliamsonbh@ning.com,China,Male,Aykol,Linkbuzz,69433.62,CNY
Jesse,Snyder,jsnyderbi@google.com,China,Male,Hexi,Linkbridge,99792.05,CNY
Eric,Reynolds,ereynoldsbj@gmpg.org,Russia,Male,Pokrovskoye,Youspan,9674.20,RUB
Amanda,Peterson,apetersonbk@theguardian.com,Nigeria,Female,Miringa,Flashspan,64935.80,NGN
Marilyn,Young,myoungbl@issuu.com,Sri Lanka,Female,Kandy,Feedspan,81022.44,LKR
Mary,Gonzales,mgonzalesbm@indiegogo.com,Philippines,Female,Aurora,Yoveo,56352.89,PHP
Craig,Hicks,chicksbn@huffingtonpost.com,France,Male,Calais,Ainyx,,EUR
Diana,Riley,drileybo@ucoz.com,Japan,Female,Tsuyama,Yodo,42480.60,JPY
Sandra,Cole,scolebp@jimdo.com,Turkmenistan,Female,Mary,Thoughtstorm,94475.61,TMT
Clarence,Peterson,cpetersonbq@networksolutions.com,China,Male,Zhouhu,Innojam,69903.89,CNY
Bobby,Roberts,brobertsbr@chicagotribune.com,Portugal,Male,Ordem,Skibox,80940.02,EUR
Julie,White,jwhitebs@oakley.com,United States,Female,Houston,Meejo,,USD
Jeffrey,Lewis,jlewisbt@godaddy.com,China,Male,Dongyu,Ooba,65473.82,CNY
Russell,Sanders,rsandersbu@baidu.com,China,Male,Hanghuadian,Kazu,62703.34,CNY
Ashley,Taylor,ataylorbv@google.co.jp,France,Female,Angers,Cogibox,79969.88,EUR
Jennifer,Bishop,jbishopbw@ucsd.edu,Argentina,Female,La Cocha,Dynabox,68626.66,ARS
Jacqueline,Frazier,jfrazierbx@abc.net.au,Nigeria,Female,Opi,Aimbo,72333.63,NGN
Gerald,Hanson,ghansonby@seattletimes.com,Bangladesh,Male,Bhola,Zoonoodle,90624.80,BDT
Gerald,Bailey,gbaileybz@engadget.com,Indonesia,Male,Margotuhu Kidul,Skipstorm,50100.09,IDR
William,Henderson,whendersonc0@51.la,Indonesia,Male,Kadubamban,Meetz,32786.22,IDR
Deborah,Reed,dreedc1@harvard.edu,France,Female,Orly aérogare,Realblab,,EUR
Janet,Mendoza,jmendozac2@sitemeter.com,Indonesia,Female,Jalinan,Fiveclub,60394.70,IDR
Diane,Bailey,dbaileyc3@latimes.com,United States,Female,Danbury,Kwideo,17194.19,USD
Bruce,Gomez,bgomezc4@mac.com,Philippines,Male,Maddarulug Norte,Youfeed,89517.05,PHP
Sean,Ruiz,sruizc5@flickr.com,China,Male,Shanglaxiu,Realpoint,40640.85,CNY
Robin,Nelson,rnelsonc6@chron.com,France,Female,Arcueil,Pixope,38005.48,EUR
Gary,Payne,gpaynec7@netlog.com,Vietnam,Male,Tân Kỳ,Eadel,90731.75,VND
Billy,Brown,bbrownc8@1und1.de,Argentina,Male,Rosario de Lerma,Babbleblab,38909.66,ARS
Joshua,Robertson,jrobertsonc9@netscape.com,Guatemala,Male,Santa Bárbara,Mudo,22784.08,GTQ
Carol,Carpenter,ccarpenterca@cbc.ca,Kyrgyzstan,Female,Osh,Buzzshare,19722.41,KGS
Eugene,Hernandez,ehernandezcb@hatena.ne.jp,Czech Republic,Male,Benešov nad Ploučnicí,Mynte,82313.46,CZK
Patricia,Murphy,pmurphycc@umich.edu,Indonesia,Female,Tabu,Topiclounge,61028.29,IDR
Todd,Greene,tgreenecd@friendfeed.com,Croatia,Male,Gorjani,Browsedrive,9673.70,HRK
Wayne,Gray,wgrayce@forbes.com,Philippines,Male,Mabini,Zoomcast,21549.12,PHP
Jonathan,Dean,jdeancf@wikispaces.com,Russia,Male,Losevo,Feednation,49055.51,RUB
Amanda,Reid,areidcg@goo.gl,Russia,Female,Glyadyanskoye,Youspan,,RUB
Shirley,Lawson,slawsonch@disqus.com,United States,Female,Kansas City,Zoozzy,10960.06,USD
Heather,Price,hpriceci@jimdo.com,Panama,Female,El Cortezo,Feedbug,61229.87,PAB
Evelyn,Marshall,emarshallcj@globo.com,Sweden,Female,Borås,Meezzy,76823.05,SEK
Margaret,Thompson,mthompsonck@blinklist.com,Italy,Female,Laspezia,Fivechat,26569.15,EUR
Amy,Jackson,ajacksoncl@hud.gov,Indonesia,Female,Keli,Kazu,73633.24,IDR
Douglas,James,djamescm@shareasale.com,China,Male,Tangqian,Photobug,,CNY
Ruby,Gardner,rgardnercn@hao123.com,China,Female,Chishui,Mynte,622.82,CNY
Kenneth,Howard,khowardco@hp.com,China,Male,Yuelai,Realfire,20655.83,CNY
Nicole,Moreno,nmorenocp@foxnews.com,Brazil,Female,Envira,Fivespan,20050.77,BRL
Sean,Gutierrez,sgutierrezcq@printfriendly.com,United States,Male,Seattle,Plajo,59099.43,USD
Kathleen,Patterson,kpattersoncr@mozilla.org,United Kingdom,Female,Newton,Oyoyo,,GBP
Amy,Peters,apeterscs@imageshack.us,France,Female,Andrézieux-Bouthéon,Babblestorm,36919.56,EUR
Joyce,Hernandez,jhernandezct@mozilla.com,China,Female,Wentai,Ntag,10298.61,CNY
Bruce,Turner,bturnercu@de.vu,Philippines,Male,Sison,Zava,63184.93,PHP
Jose,Howell,jhowellcv@barnesandnoble.com,Uruguay,Male,Barra de Carrasco,Kazu,46801.91,UYU
Ernest,Fields,efieldscw@nature.com,Vietnam,Male,Thới Bình,Yozio,61752.44,VND
Scott,Garza,sgarzacx@quantcast.com,Russia,Male,Vazhiny,Buzzbean,30411.08,RUB
Gary,Rose,grosecy@google.nl,Indonesia,Male,Sumber,Flipopia,91845.69,IDR
Brenda,Barnes,bbarnescz@nps.gov,Armenia,Female,Surenavan,Jabbersphere,56866.07,AMD
Aaron,Reed,areedd0@alexa.com,Brazil,Male,Cruz das Almas,Shuffletag,51117.92,BRL
Roy,Sanchez,rsanchezd1@ucoz.com,Tanzania,Male,Mlangali,Avaveo,14992.46,TZS
Donald,Bennett,dbennettd2@pcworld.com,Macedonia,Male,Dobri Dol,Thoughtblab,97331.60,MKD
Christopher,West,cwestd3@simplemachines.org,United States,Male,Flushing,Realmix,29989.26,USD
Jerry,Edwards,jedwardsd4@jugem.jp,Indonesia,Male,Paseh,Riffwire,90481.45,IDR
Kathleen,Coleman,kcolemand5@nsw.gov.au,United States,Female,San Diego,Oodoo,67898.16,USD
Aaron,Sullivan,asullivand6@pcworld.com,Spain,Male,Vitoria-Gasteiz,Quinu,26903.24,EUR
Sean,Walker,swalkerd7@amazon.co.jp,Norway,Male,Oslo,Browsecat,56659.31,NOK
Jack,Johnson,jjohnsond8@blogs.com,China,Male,Qiandong,Shufflester,60344.58,CNY
Justin,Carroll,jcarrolld9@smh.com.au,Czech Republic,Male,Třemošnice,Realfire,70166.78,CZK
Paula,Lewis,plewisda@tinypic.com,Portugal,Female,Beijós,Mydo,28520.76,EUR
Angela,Franklin,afranklindb@jugem.jp,Nicaragua,Female,Tipitapa,Fivechat,14017.21,NIO
Jennifer,Elliott,jelliottdc@networksolutions.com,Philippines,Female,Maao,Tambee,56450.14,PHP
David,Jones,djonesdd@bluehost.com,Syria,Male,Qarqania,Skiba,1516.80,SYP
Kelly,Howell,khowellde@time.com,Brazil,Female,Coroatá,Skiba,47708.20,BRL
Jonathan,Robinson,jrobinsondf@scribd.com,Macedonia,Male,Студеничани,Dabvine,21077.63,MKD
Christine,Lee,cleedg@digg.com,Philippines,Female,Bantuanon,Feedspan,47486.25,PHP
Theresa,Ward,twarddh@techcrunch.com,Brazil,Female,Goianésia,Jaloo,,BRL
Martha,Peters,mpetersdi@nhs.uk,Poland,Female,Frampol,Quinu,55378.33,PLN
Shirley,Johnston,sjohnstondj@ft.com,Brazil,Female,Mogi Guaçu,Gigaclub,47784.95,BRL
Wayne,Cooper,wcooperdk@nasa.gov,Botswana,Male,Kanye,Quire,2251.10,BWP
Joshua,Bailey,jbaileydl@census.gov,Bahamas,Male,Duncan Town,Yodoo,21353.68,BSD
Keith,Duncan,kduncandm@psu.edu,China,Male,Nanpu,Tekfly,57714.20,CNY
Keith,Graham,kgrahamdn@freewebs.com,China,Male,Chahe,Eabox,10919.05,CNY
Paula,Gilbert,pgilbertdo@technorati.com,United States,Female,Minneapolis,Yamia,3906.48,USD
Joan,Wheeler,jwheelerdp@upenn.edu,Madagascar,Female,Toamasina,Oodoo,60776.13,MGA
Steve,Gordon,sgordondq@washingtonpost.com,Democratic Republic of the Congo,Male,Bumba,Yodoo,55830.26,CDF
Richard,Lynch,rlynchdr@apple.com,Bulgaria,Male,Sozopol,Jabberstorm,55630.94,BGN
Ryan,Little,rlittleds@goodreads.com,Mongolia,Male,Sharga,Skiba,18003.27,MNT
Roy,Franklin,rfranklindt@shareasale.com,Belarus,Male,Kastsyukovichy,Skibox,2562.08,BYR
George,Shaw,gshawdu@histats.com,Indonesia,Male,Wunat,Yata,38437.94,IDR
Barbara,Mendoza,bmendozadv@cocolog-nifty.com,Nigeria,Female,Sauri,Realfire,86307.44,NGN
Terry,Mason,tmasondw@blogspot.com,Mexico,Male,Guadalupe Victoria,Skiptube,34416.26,MXN
Emily,Frazier,efrazierdx@dailymotion.com,Thailand,Female,Bang Bo District,Photojam,59139.73,THB
Jesse,Phillips,jphillipsdy@pbs.org,Azerbaijan,Male,Yelenendorf,Riffpath,5034.17,AZN
Jason,Ryan,jryandz@fema.gov,Argentina,Male,Villa Carlos Paz,Bubblebox,55487.14,ARS
Peter,Howard,phowarde0@earthlink.net,China,Male,Baolin,Feedfish,59980.02,CNY
Beverly,Barnes,bbarnese1@ibm.com,China,Female,Dake,Feednation,29350.09,CNY
Marilyn,Gordon,mgordone2@vistaprint.com,Ukraine,Female,Novyy Svit,Lazzy,6296.20,UAH
Amy,Jackson,ajacksone3@sciencedaily.com,Brazil,Female,Novo Horizonte,Babbleset,20660.15,BRL
Roy,Reid,rreide4@github.io,New Zealand,Male,Winton,Blogpad,79886.86,NZD
Brandon,Kelly,bkellye5@engadget.com,Peru,Male,Buenos Aires,Pixope,76254.26,PEN
Antonio,Lawson,alawsone6@deliciousdays.com,Somalia,Male,Dujuuma,Zoovu,,SOS
Daniel,Marshall,dmarshalle7@walmart.com,Canada,Male,Bancroft,Fliptune,15063.05,CAD
Fred,Jacobs,fjacobse8@cdc.gov,Sweden,Male,Västerås,Mynte,,SEK
Antonio,Bell,abelle9@sina.com.cn,China,Male,Anfu,Linktype,,CNY
Jane,Webb,jwebbea@g.co,Greece,Female,Kallithéa,Tekfly,96277.58,EUR
Jerry,Little,jlittleeb@creativecommons.org,United States,Male,Sunnyvale,Mydo,7110.18,USD
Sandra,Ruiz,sruizec@naver.com,Colombia,Female,Sincé,Shufflester,4102.79,COP
Mary,Porter,mportered@nymag.com,Brazil,Female,Uarini,Devbug,16759.18,BRL
Ashley,Fields,afieldsee@fema.gov,Comoros,Female,Mkiriwadjumoi,Devpoint,,KMF
Lois,Sullivan,lsullivanef@jiathis.com,Nigeria,Female,Oke Ila,Dablist,,NGN
Gloria,James,gjameseg@theglobeandmail.com,Russia,Female,Kurkino,Zoonder,,RUB
Bobby,Murphy,bmurphyeh@rediff.com,United States,Male,Oklahoma City,Fivebridge,18311.22,USD
Gerald,Hamilton,ghamiltonei@cbc.ca,Philippines,Male,Langob,Twimbo,73740.24,PHP
Cheryl,Mitchell,cmitchellej@thetimes.co.uk,Peru,Female,Succha,Flashset,36645.47,PEN
Randy,Turner,rturnerek@theatlantic.com,Greece,Male,Áyios Nikólaos,Twitterworks,,EUR
Lois,Price,lpriceel@squarespace.com,Russia,Female,Zarya,Wikizz,,RUB
Linda,Hill,lhillem@youtube.com,Ivory Coast,Female,Touba,Quimm,64081.32,XOF
Arthur,Campbell,acampbellen@soup.io,China,Male,Aizhai,Innotype,52446.97,CNY
Jean,Webb,jwebbeo@psu.edu,Greece,Female,Limenária,Omba,15810.33,EUR
Louise,Carter,lcarterep@joomla.org,Portugal,Female,Bodiosa a Velha,Blogtags,15093.13,EUR
Betty,Day,bdayeq@blogs.com,China,Female,Zhushan Chengguanzhen,Wikivu,51649.13,CNY
Sharon,Webb,swebber@npr.org,Dominican Republic,Female,Jarabacoa,Photobug,77191.12,DOP
Lisa,Bailey,lbaileyes@shinystat.com,Philippines,Female,Mambulo,Nlounge,17194.73,PHP
Heather,Burton,hburtonet@g.co,Indonesia,Female,Jetak Kulon,Wordtune,93980.09,IDR
Joyce,Banks,jbankseu@shareasale.com,China,Female,Hengpi,Fivechat,94914.46,CNY
Richard,Patterson,rpattersonev@apple.com,Russia,Male,Pleshanovo,Bubblebox,72715.73,RUB
Marilyn,Campbell,mcampbellew@illinois.edu,Poland,Female,Luzino,Kayveo,5291.28,PLN
Gerald,Adams,gadamsex@redcross.org,Portugal,Male,Freixo de Numão,Wikibox,81650.21,EUR
Joshua,Harris,jharrisey@etsy.com,Indonesia,Male,Jabon,Riffwire,44720.13,IDR
Eugene,Woods,ewoodsez@myspace.com,Philippines,Male,Dapdap,Tagopia,48541.99,PHP
Raymond,Richards,rrichardsf0@w3.org,China,Male,Liqizhuang,Agimba,88428.56,CNY
Pamela,Snyder,psnyderf1@privacy.gov.au,China,Female,Yushu,Ozu,63292.54,CNY
Sean,Jenkins,sjenkinsf2@geocities.com,France,Male,Le Mans,Feednation,,EUR
Craig,Little,clittlef3@cdbaby.com,China,Male,Xuefeng,Trunyx,2894.39,CNY
Louise,Johnson,ljohnsonf4@latimes.com,Poland,Female,Jasienica,Mynte,54244.07,PLN
Anthony,Mills,amillsf5@cam.ac.uk,China,Male,Longsha,Thoughtbeat,95152.07,CNY
